PERMNO,date,TICKER,HSICMG,BIDLO,ASKHI,PRC,VOL,OPENPRC,sprtrn
84398,02/18/2003,SPY,67,84.39000,85.80000,85.63000,39512900,84.53000,0.019500
84398,02/19/2003,SPY,67,84.28000,85.47000,85.18000,31440300,85.32000,-0.007096
84398,02/20/2003,SPY,67,84.05000,85.42000,84.33000,29299300,85.21000,-0.009501
84398,02/21/2003,SPY,67,83.46000,85.74000,85.18000,60965200,84.38000,0.013224
84398,02/24/2003,SPY,67,83.59000,85.00000,83.80000,30648800,84.93000,-0.018381
84398,02/25/2003,SPY,67,82.22000,84.49000,84.47000,56901300,82.95000,0.007195
84398,02/26/2003,SPY,67,83.08000,84.53000,83.24000,37799400,84.02400,-0.013141
84398,02/27/2003,SPY,67,83.16000,84.75000,84.34000,51829000,83.70000,0.011758
84398,02/28/2003,SPY,67,84.16000,85.23000,84.90000,43888800,84.47000,0.004622
84398,03/03/2003,SPY,67,83.72000,85.78000,84.09000,42935400,85.26000,-0.007537
84398,03/04/2003,SPY,67,82.65000,84.01000,82.75000,31475400,83.95000,-0.015357
84398,03/05/2003,SPY,67,82.36000,83.54000,83.45000,44105200,82.61000,0.009562
84398,03/06/2003,SPY,67,82.47000,83.52000,82.75000,41412400,82.87000,-0.009339
84398,03/07/2003,SPY,67,81.43000,83.99000,83.32000,63582700,81.61000,0.008259
84398,03/10/2003,SPY,67,81.10000,82.86000,81.32000,41027500,82.60000,-0.025830
84398,03/11/2003,SPY,67,80.48000,82.00000,80.52000,48114500,81.48000,-0.008359
84398,03/12/2003,SPY,67,79.38300,81.10000,81.06000,62475400,80.38000,0.004321
84398,03/13/2003,SPY,67,81.53000,83.91000,83.86000,72161200,82.18000,0.034457
84398,03/14/2003,SPY,67,83.35000,84.77000,84.13000,63963800,84.20000,0.001647
84398,03/17/2003,SPY,67,83.22000,86.95000,86.78000,88287000,83.46000,0.035427
84398,03/18/2003,SPY,67,86.28000,87.35000,87.29000,51081000,87.15400,0.004242
84398,03/19/2003,SPY,67,86.68000,88.16000,87.96000,49659200,87.28000,0.008737
84398,03/20/2003,SPY,67,86.35000,88.59000,88.15000,67461600,87.33000,0.001888
84398,03/21/2003,SPY,67,87.93000,89.88000,89.67000,71263600,88.80000,0.022977
84398,03/24/2003,SPY,67,86.35000,88.14000,86.69000,65430400,88.02000,-0.035231
84398,03/25/2003,SPY,67,86.44000,88.26000,87.52000,61177600,86.74000,0.012161
84398,03/26/2003,SPY,67,86.80000,87.85000,87.08000,45757800,87.56000,-0.005476
84398,03/27/2003,SPY,67,85.99000,87.66000,87.15000,53291400,86.40000,-0.001644
84398,03/28/2003,SPY,67,86.25000,87.28000,86.71000,32600700,86.47000,-0.005780
84398,03/31/2003,SPY,67,84.40000,86.59000,84.74000,60785900,85.35000,-0.017742
84398,04/01/2003,SPY,67,84.91000,86.39000,86.04000,53780100,85.25000,0.012144
84398,04/02/2003,SPY,67,87.50000,88.77000,88.12000,50498100,87.54000,0.026116
84398,04/03/2003,SPY,67,87.65000,88.99000,87.70000,49009400,88.87000,-0.005052
84398,04/04/2003,SPY,67,87.62000,88.59000,88.22000,36261800,88.43000,0.002738
84398,04/07/2003,SPY,67,87.97000,90.85000,88.05000,69821200,90.34000,0.001229
84398,04/08/2003,SPY,67,87.71000,88.65000,88.19000,39741400,88.30000,-0.001864
84398,04/09/2003,SPY,67,86.77000,89.10000,87.03000,55678000,88.36000,-0.014004
84398,04/10/2003,SPY,67,85.71000,87.63000,87.51000,42126000,87.09500,0.006455
84398,04/11/2003,SPY,67,86.86000,88.70100,87.15000,47735500,88.16000,-0.003763
84398,04/14/2003,SPY,67,87.00000,89.00000,88.95000,36947500,87.47000,0.019498
84398,04/15/2003,SPY,67,88.42000,89.78000,89.78000,49957000,88.84000,0.006303
84398,04/16/2003,SPY,67,88.03000,90.06600,88.25000,51809300,89.91000,-0.012236
84398,04/17/2003,SPY,67,88.19400,89.72000,89.56000,37483400,88.30000,0.015536
84398,04/21/2003,SPY,67,89.06000,90.16000,89.65000,32082800,89.86000,-0.001757
84398,04/22/2003,SPY,67,88.89000,91.56000,91.34000,59860600,89.10000,0.021704
84398,04/23/2003,SPY,67,91.24000,92.35000,92.18000,44250600,91.62000,0.008394
84398,04/24/2003,SPY,67,90.96000,92.08000,91.36000,50017300,91.53000,-0.008259
84398,04/25/2003,SPY,67,90.02000,91.47000,90.23000,43923700,91.30000,-0.013846
84398,04/28/2003,SPY,67,90.30000,92.19000,91.79000,46469100,90.44000,0.017835
84398,04/29/2003,SPY,67,91.40000,92.80000,91.79000,52340200,92.14000,0.003279
84398,04/30/2003,SPY,67,91.41000,92.57000,91.91000,48912500,91.91000,-0.001002
84398,05/01/2003,SPY,67,90.50000,92.73100,91.90000,50405800,91.92000,-0.000676
84398,05/02/2003,SPY,67,91.49100,93.47000,93.21000,50236600,91.56000,0.015039
84398,05/05/2003,SPY,67,92.50000,93.78000,93.03000,35453300,93.47000,-0.003795
84398,05/06/2003,SPY,67,93.00000,94.38000,93.91000,44584100,93.04000,0.008461
84398,05/07/2003,SPY,67,92.97200,94.14000,93.39000,41442000,93.42000,-0.005105
84398,05/08/2003,SPY,67,92.28000,93.33700,92.45000,40754800,92.52000,-0.010058
84398,05/09/2003,SPY,67,92.61000,93.80000,93.73000,33639700,92.83000,0.014278
84398,05/12/2003,SPY,67,93.28000,95.12000,94.88000,35680700,93.50000,0.012535
84398,05/13/2003,SPY,67,94.26000,95.18900,94.71000,39295900,94.53400,-0.002973
84398,05/14/2003,SPY,67,93.91000,95.24000,94.51000,32232100,95.09000,-0.003205
84398,05/15/2003,SPY,67,94.25000,95.33000,95.11000,43932100,94.89000,0.007868
84398,05/16/2003,SPY,67,94.26000,95.45000,94.87000,38905900,94.89000,-0.002504
84398,05/19/2003,SPY,67,92.33000,94.89050,92.65000,43235300,94.15000,-0.024918
84398,05/20/2003,SPY,67,91.59700,93.03000,92.46000,55450900,92.82000,-0.001129
84398,05/21/2003,SPY,67,91.91000,92.88000,92.65000,49848400,92.11000,0.004012
84398,05/22/2003,SPY,67,92.68000,94.05000,93.57000,38456700,92.95000,0.009151
84398,05/23/2003,SPY,67,93.14000,93.98000,93.76000,26157700,93.53000,0.001449
84398,05/27/2003,SPY,67,93.18000,95.84000,95.40000,43732600,93.30000,0.019567
84398,05/28/2003,SPY,67,95.43000,96.47000,95.67000,37749800,95.85000,0.001829
84398,05/29/2003,SPY,67,95.08000,96.82000,95.42000,50978400,95.88000,-0.003756
84398,05/30/2003,SPY,67,95.56000,97.09000,96.95000,52537600,95.90100,0.014690
84398,06/02/2003,SPY,67,96.67000,98.45000,97.35000,50700600,97.53000,0.003539
84398,06/03/2003,SPY,67,96.85000,97.84000,97.75000,39551800,97.15000,0.004716
84398,06/04/2003,SPY,67,97.56900,99.35000,99.16000,49432700,97.66000,0.015110
84398,06/05/2003,SPY,67,98.27000,99.65000,99.65000,46407100,98.58400,0.003954
84398,06/06/2003,SPY,67,99.13000,101.40000,99.26000,60397600,100.40000,-0.002404
84398,06/09/2003,SPY,67,97.77000,99.10000,98.25000,38388800,98.76900,-0.011977
84398,06/10/2003,SPY,67,98.19000,99.26000,99.25000,30105500,98.46000,0.009130
84398,06/11/2003,SPY,67,98.71000,100.39000,100.30000,37617300,99.16000,0.012835
84398,06/12/2003,SPY,67,99.62000,100.90000,100.61000,36488600,100.75400,0.001033
84398,06/13/2003,SPY,67,98.95000,100.74900,99.56000,48635300,100.61000,-0.009915
84398,06/16/2003,SPY,67,99.80000,101.70000,101.66000,36338600,99.96000,0.022385
84398,06/17/2003,SPY,67,101.23000,102.17900,101.66000,36818200,102.07000,0.000910
84398,06/18/2003,SPY,67,101.00000,102.14000,101.57000,35550100,101.29000,-0.001552
84398,06/19/2003,SPY,67,99.84000,101.73000,100.02000,43559900,101.64000,-0.015236
84398,06/20/2003,SPY,67,99.42000,100.50000,99.44000,41551700,100.39000,0.000995
84398,06/23/2003,SPY,67,97.92000,99.66000,98.42000,34317800,99.45000,-0.014111
84398,06/24/2003,SPY,67,98.02000,99.09000,98.52000,36220900,98.22300,0.001834
84398,06/25/2003,SPY,67,97.53000,99.44000,97.53000,47856800,98.53000,-0.008267
84398,06/26/2003,SPY,67,96.96000,98.97900,98.80000,33543500,97.78000,0.010776
84398,06/27/2003,SPY,67,97.58000,99.19000,97.66000,54211100,98.74700,-0.009738
84398,06/30/2003,SPY,67,97.47000,98.67000,97.63000,33863700,98.22000,-0.001762
84398,07/01/2003,SPY,67,96.43000,98.85000,98.53000,51416400,97.25300,0.008025
84398,07/02/2003,SPY,67,98.57000,99.79000,99.77000,34678000,98.77000,0.011646
84398,07/03/2003,SPY,67,97.90400,99.85000,98.74000,30868400,99.07000,-0.008111
84398,07/07/2003,SPY,67,99.65000,100.90000,100.70000,31426600,99.65300,0.018992
84398,07/08/2003,SPY,67,100.17000,101.29000,101.15000,33158200,100.50000,0.003405
84398,07/09/2003,SPY,67,100.03000,101.40000,100.58000,36629300,100.92000,-0.005586
84398,07/10/2003,SPY,67,98.63000,100.04000,99.30000,49815600,99.84000,-0.013480
84398,07/11/2003,SPY,67,99.39000,100.45000,100.24000,40076400,99.39000,0.009548
84398,07/14/2003,SPY,67,99.91500,101.90000,100.73000,42141500,101.20000,0.005731
84398,07/15/2003,SPY,67,99.95000,101.46000,100.51000,63620400,101.38000,-0.003427
84398,07/16/2003,SPY,67,99.23000,100.87000,99.92000,40194200,100.81000,-0.006417
84398,07/17/2003,SPY,67,98.16000,99.88000,98.50000,48913600,99.15000,-0.012344
84398,07/18/2003,SPY,67,98.46000,99.80000,99.51000,35701700,99.02000,0.011806
84398,07/21/2003,SPY,67,97.85000,99.49400,98.28000,35092300,99.45000,-0.014618
84398,07/22/2003,SPY,67,97.91000,99.41000,99.17000,50006700,98.69000,0.009512
84398,07/23/2003,SPY,67,98.28000,99.45000,99.24000,37298300,99.21000,0.000506
84398,07/24/2003,SPY,67,98.37000,100.34000,98.49000,41173300,99.99000,-0.007091
84398,07/25/2003,SPY,67,98.04000,100.29000,100.23000,43325100,98.66000,0.017400
84398,07/28/2003,SPY,67,99.67000,100.98000,99.86000,34416300,100.37000,-0.002163
84398,07/29/2003,SPY,67,98.68000,100.27000,99.40000,53569800,100.14000,-0.007265
84398,07/30/2003,SPY,67,98.93000,99.79000,99.16000,28417600,99.60000,-0.001809
84398,07/31/2003,SPY,67,99.05000,100.94000,99.39000,59112000,99.98000,0.002856
84398,08/01/2003,SPY,67,98.24000,99.53000,98.51000,49320000,99.19000,-0.010259
84398,08/04/2003,SPY,67,97.00000,99.00000,98.51000,55540000,98.31000,0.002724
84398,08/05/2003,SPY,67,96.34000,98.76000,96.42000,61740000,98.41100,-0.017663
84398,08/06/2003,SPY,67,96.42300,98.06000,96.98000,51180000,96.69000,0.001678
84398,08/07/2003,SPY,67,96.75800,98.07000,98.00000,43550000,97.17000,0.007280
84398,08/08/2003,SPY,67,97.76000,98.54700,98.28000,27360000,98.32000,0.003562
84398,08/11/2003,SPY,67,97.84000,99.04000,98.65000,34630000,98.26000,0.003069
84398,08/12/2003,SPY,67,98.42000,99.59000,99.55000,43350000,98.71000,0.009953
84398,08/13/2003,SPY,67,98.53000,99.84900,99.04000,36160000,99.82000,-0.006382
84398,08/14/2003,SPY,67,98.45000,99.75000,99.31000,36250000,99.10000,0.006585
84398,08/15/2003,SPY,67,99.12000,99.79000,99.62000,12570000,99.36000,0.000162
84398,08/18/2003,SPY,67,99.74000,100.60000,100.48000,22880000,99.93000,0.009155
84398,08/19/2003,SPY,67,100.00000,100.94000,100.86000,37456800,100.68700,0.002611
84398,08/20/2003,SPY,67,100.16400,100.89000,100.45000,23206200,100.29000,-0.002045
84398,08/21/2003,SPY,67,100.40000,101.52000,100.77000,46550500,101.05000,0.002969
84398,08/22/2003,SPY,67,99.73000,101.81800,99.77000,52045000,101.75000,-0.010177
84398,08/25/2003,SPY,67,99.28000,100.00000,99.93000,23485800,99.71000,0.000655
84398,08/26/2003,SPY,67,98.83000,100.39000,100.11000,45076600,99.50000,0.003039
84398,08/27/2003,SPY,67,99.57000,100.36000,100.14000,18987800,100.05000,0.000060
84398,08/28/2003,SPY,67,99.66000,101.00000,100.76000,27426400,100.40000,0.006069
84398,08/29/2003,SPY,67,100.48000,101.48000,101.44000,28721200,100.61000,0.005155
84398,09/02/2003,SPY,67,101.05000,102.88000,102.80000,50860600,101.64000,0.013869
84398,09/03/2003,SPY,67,102.78000,103.70000,103.36000,44923900,103.03000,0.004188
84398,09/04/2003,SPY,67,102.76000,103.55000,103.41000,28404400,103.10000,0.001656
84398,09/05/2003,SPY,67,102.40000,103.54900,102.83000,31654500,102.94000,-0.006401
84398,09/08/2003,SPY,67,102.93000,103.88000,103.68000,32655400,103.04000,0.010035
84398,09/09/2003,SPY,67,102.68000,103.46000,103.00000,35083500,103.37000,-0.008210
84398,09/10/2003,SPY,67,101.55000,102.80000,101.96000,45944700,102.54000,-0.011973
84398,09/11/2003,SPY,67,101.84000,102.76000,102.26000,38797000,102.10000,0.005441
84398,09/12/2003,SPY,67,101.35000,102.64000,102.45000,42441200,101.91000,0.002174
84398,09/15/2003,SPY,67,101.95000,102.63000,102.09000,21321900,102.52000,-0.003750
84398,09/16/2003,SPY,67,102.17000,103.64000,103.58000,37946500,102.23200,0.014298
84398,09/17/2003,SPY,67,103.05000,103.78500,103.38000,32072400,103.48000,-0.003255
84398,09/18/2003,SPY,67,103.17000,104.70000,104.60000,30295000,103.40000,0.013266
84398,09/19/2003,SPY,67,103.40000,104.60000,103.67000,34381600,104.27000,-0.003155
84398,09/22/2003,SPY,67,102.03000,102.96000,102.55000,36700600,102.85000,-0.013008
84398,09/23/2003,SPY,67,102.36000,103.29000,102.94000,32513200,102.59000,0.006071
84398,09/24/2003,SPY,67,101.07000,103.22000,101.11000,41717500,103.11800,-0.019096
84398,09/25/2003,SPY,67,100.20000,101.88000,100.28000,53174500,101.41000,-0.006053
84398,09/26/2003,SPY,67,99.84600,100.66000,99.95000,42916100,100.44000,-0.006399
84398,09/29/2003,SPY,67,99.79000,100.99000,100.93000,36785200,100.30000,0.009761
84398,09/30/2003,SPY,67,99.25000,100.76000,99.95000,70775900,100.48000,-0.010541
84398,10/01/2003,SPY,67,100.20000,102.18000,102.08000,65802800,100.24000,0.022340
84398,10/02/2003,SPY,67,101.63000,102.56000,102.45000,44638800,101.93000,0.001984
84398,10/03/2003,SPY,67,103.08000,104.28000,103.39000,48820500,103.67000,0.009419
84398,10/06/2003,SPY,67,103.20000,103.99000,103.86000,20242500,103.48200,0.004370
84398,10/07/2003,SPY,67,102.91000,104.31000,104.26000,42619400,103.26000,0.004737
84398,10/08/2003,SPY,67,103.41000,104.39000,104.00000,30943800,104.33000,-0.005263
84398,10/09/2003,SPY,67,103.83000,105.22000,104.28000,40094800,104.88000,0.004788
84398,10/10/2003,SPY,67,103.91000,104.60000,104.57000,22686000,104.27000,-0.000645
84398,10/13/2003,SPY,67,104.51000,105.29000,104.90000,23829500,104.71500,0.007023
84398,10/14/2003,SPY,67,104.36000,105.43000,105.27000,38504400,104.80000,0.003951
84398,10/15/2003,SPY,67,104.64000,105.89000,104.99000,39881200,105.86000,-0.002592
84398,10/16/2003,SPY,67,104.65000,105.73000,105.41000,32793500,104.68000,0.003162
84398,10/17/2003,SPY,67,103.98000,105.63000,104.26000,32801200,105.47000,-0.010237
84398,10/20/2003,SPY,67,103.94000,105.04000,105.04000,27778100,104.44700,0.005157
84398,10/21/2003,SPY,67,104.32000,105.28000,104.86000,26763700,104.82000,0.001292
84398,10/22/2003,SPY,67,103.19000,104.19000,103.54000,34121700,104.03000,-0.014980
84398,10/23/2003,SPY,67,102.84000,103.95000,103.35000,46399800,102.89000,0.003310
84398,10/24/2003,SPY,67,102.18000,103.58000,103.58000,51735100,102.83000,-0.004701
84398,10/27/2003,SPY,67,103.27000,104.18000,103.63000,32499000,103.74000,0.002158
84398,10/28/2003,SPY,67,103.82000,105.15000,105.04000,35035200,103.98000,0.015187
84398,10/29/2003,SPY,67,103.87000,105.43000,105.18000,30965300,104.77000,0.001261
84398,10/30/2003,SPY,67,104.80000,105.97000,105.40000,39144800,105.79000,-0.001116
84398,10/31/2003,SPY,67,105.22000,105.74000,105.30000,25764700,105.40000,0.003601
84398,11/03/2003,SPY,67,105.71000,106.61000,105.99000,37599200,105.75000,0.007909
84398,11/04/2003,SPY,67,105.58000,106.27000,105.76000,31433770,105.99000,-0.005448
84398,11/05/2003,SPY,67,104.90000,105.97000,105.84000,33637000,105.54000,-0.001367
84398,11/06/2003,SPY,67,105.10000,106.44000,106.40000,28409400,105.60000,0.005933
84398,11/07/2003,SPY,67,105.57000,106.72000,105.61000,31737000,106.64000,-0.004574
84398,11/10/2003,SPY,67,105.01000,105.84000,105.18000,25538300,105.74000,-0.005792
84398,11/11/2003,SPY,67,104.80000,105.33000,105.15000,26809000,105.09000,-0.000516
84398,11/12/2003,SPY,67,105.16000,106.47000,106.33000,28053700,105.23000,0.011456
84398,11/13/2003,SPY,67,105.78000,106.54000,106.36000,29723600,106.01000,-0.000142
84398,11/14/2003,SPY,67,105.29000,106.95000,105.46000,49162700,106.40000,-0.007615
84398,11/17/2003,SPY,67,104.04000,105.14000,104.93000,44438700,104.91000,-0.006398
84398,11/18/2003,SPY,67,103.70000,105.45000,103.84000,41167600,105.24000,-0.009084
84398,11/19/2003,SPY,67,103.92000,105.01000,104.72000,29836700,104.03000,0.008016
84398,11/20/2003,SPY,67,103.75000,105.24000,103.78000,53631700,103.91000,-0.008432
84398,11/21/2003,SPY,67,103.62000,104.33000,104.21000,30025500,104.24000,0.001577
84398,11/24/2003,SPY,67,104.68000,105.78000,105.59000,28967100,104.69000,0.016227
84398,11/25/2003,SPY,67,105.45000,106.42000,105.99000,37582300,105.71000,0.001720
84398,11/26/2003,SPY,67,105.39000,106.45000,106.37000,33076300,106.42000,0.004327
84398,11/28/2003,SPY,67,106.20100,106.66000,106.45000,10507800,106.31000,-0.000236
84398,12/01/2003,SPY,67,106.80000,107.68000,107.60000,38710700,106.93000,0.011264
84398,12/02/2003,SPY,67,107.07000,107.77000,107.33000,35369900,107.43000,-0.003271
84398,12/03/2003,SPY,67,107.07000,108.08000,107.16000,39108100,107.65000,-0.001772
84398,12/04/2003,SPY,67,106.94000,107.72000,107.60000,36094900,107.17000,0.004687
84398,12/05/2003,SPY,67,106.62000,107.80000,106.85000,28842700,107.12000,-0.007684
84398,12/08/2003,SPY,67,106.68000,107.64000,107.57000,32493100,106.74000,0.007348
84398,12/09/2003,SPY,67,106.54000,107.93000,106.74000,43621500,107.90000,-0.008529
84398,12/10/2003,SPY,67,105.96000,106.98000,106.73000,36924800,106.80000,-0.001066
84398,12/11/2003,SPY,67,106.67000,108.10000,107.93000,45474300,106.68000,0.011482
84398,12/12/2003,SPY,67,106.65000,108.20000,108.14000,34144900,107.99000,0.002735
84398,12/15/2003,SPY,67,107.48000,109.23000,107.60000,38688200,109.17000,-0.005679
84398,12/16/2003,SPY,67,107.52000,108.50000,108.16000,32905300,107.68000,0.006638
84398,12/17/2003,SPY,67,107.80000,108.50000,108.50000,23204900,108.06000,0.001256
84398,12/18/2003,SPY,67,108.39000,109.73000,109.72000,29790500,108.55000,0.011798
84398,12/19/2003,SPY,67,108.58000,109.37000,108.90000,41466600,109.30000,-0.000468
84398,12/22/2003,SPY,67,108.78000,109.66000,109.66000,27635200,108.83000,0.003922
84398,12/23/2003,SPY,67,109.38000,109.95000,109.73000,24755800,109.48000,0.002818
84398,12/24/2003,SPY,67,109.43000,109.88000,109.62000,8055800,109.52000,-0.001807
84398,12/26/2003,SPY,67,109.63000,110.08000,109.70000,8308400,109.71000,0.001691
84398,12/29/2003,SPY,67,109.78430,111.27000,111.16000,22547600,110.10000,0.012401
84398,12/30/2003,SPY,67,110.85000,111.27000,111.18000,19581700,111.09000,0.000144
84398,12/31/2003,SPY,67,110.84000,111.52000,111.28000,31503400,111.22000,0.002055
84398,01/02/2004,SPY,67,110.73000,112.19000,111.23000,38075600,111.74000,-0.003094
84398,01/05/2004,SPY,67,111.59000,112.52000,112.44000,27967400,111.78000,0.012395
84398,01/06/2004,SPY,67,112.00000,112.73000,112.55000,20501200,112.16000,0.001292
84398,01/07/2004,SPY,67,111.89000,113.06000,112.93000,30180000,112.35000,0.002367
84398,01/08/2004,SPY,67,112.77000,113.41000,113.38000,37044600,113.25000,0.004963
84398,01/09/2004,SPY,67,112.27000,113.50000,112.39000,54092300,112.83000,-0.008888
84398,01/12/2004,SPY,67,112.36000,113.25000,113.22000,33566500,112.55000,0.004787
84398,01/13/2004,SPY,67,111.76000,113.23000,112.56000,54286400,113.09000,-0.005332
84398,01/14/2004,SPY,67,112.67000,113.66000,113.50000,30141400,112.76000,0.008295
84398,01/15/2004,SPY,67,112.58000,114.06000,113.78000,38432600,113.57000,0.001353
84398,01/16/2004,SPY,67,113.63000,114.31000,114.23000,31925800,114.04000,0.006872
84398,01/20/2004,SPY,67,113.82000,114.65000,114.20000,29879500,114.53000,-0.000930
84398,01/21/2004,SPY,67,113.72000,115.30000,115.10000,30743000,114.13000,0.007772
84398,01/22/2004,SPY,67,114.58000,115.38000,114.80000,29914000,115.14000,-0.003207
84398,01/23/2004,SPY,67,113.95000,115.37000,114.43000,49968600,115.00000,-0.002089
84398,01/26/2004,SPY,67,114.38000,115.93000,115.87000,30474100,114.44000,0.012106
84398,01/27/2004,SPY,67,114.65000,116.50000,114.68000,35353000,115.85000,-0.009798
84398,01/28/2004,SPY,67,112.94000,115.28000,113.37000,52884100,114.98000,-0.013610
84398,01/29/2004,SPY,67,112.56000,113.85000,113.48000,60119900,113.56000,0.004989
84398,01/30/2004,SPY,67,113.09000,113.72000,113.48000,30992800,113.52000,-0.002628
84398,02/02/2004,SPY,67,113.12000,114.68000,113.97000,38850200,113.70000,0.003651
84398,02/03/2004,SPY,67,113.44000,114.14000,113.78000,25155900,113.74000,0.000678
84398,02/04/2004,SPY,67,112.79000,113.73000,112.85000,39597600,113.19000,-0.008371
84398,02/05/2004,SPY,67,112.78000,113.54000,113.18000,35990700,113.08000,0.001838
84398,02/06/2004,SPY,67,113.20000,114.70000,114.45000,37237300,113.42000,0.012555
84398,02/09/2004,SPY,67,114.29000,114.87000,114.48000,24859900,114.67000,-0.002581
84398,02/10/2004,SPY,67,114.26000,115.14000,114.85000,27933300,114.28000,0.005027
84398,02/11/2004,SPY,67,114.17000,116.39000,116.07000,42976900,114.80000,0.010667
84398,02/12/2004,SPY,67,115.58000,116.27000,115.65000,27828500,115.98000,-0.004880
84398,02/13/2004,SPY,67,114.75000,116.20000,115.13000,44741900,115.82000,-0.005468
84398,02/17/2004,SPY,67,115.77000,116.43000,116.17000,23988000,115.85000,0.009757
84398,02/18/2004,SPY,67,115.35000,116.60000,115.66000,28660400,116.20000,-0.004468
84398,02/19/2004,SPY,67,115.06000,116.39000,115.23000,51183100,116.33000,-0.004133
84398,02/20/2004,SPY,67,114.32000,115.56160,114.88000,46728800,115.48000,-0.002572
84398,02/23/2004,SPY,67,114.17000,115.26000,114.59000,36361600,115.22000,-0.002727
84398,02/24/2004,SPY,67,113.90000,114.99000,114.39000,43958900,114.27000,-0.001665
84398,02/25/2004,SPY,67,114.32000,115.06000,114.87000,31234300,114.46000,0.004021
84398,02/26/2004,SPY,67,114.34000,115.29000,114.94000,29685600,114.61000,0.001084
84398,02/27/2004,SPY,67,114.63000,115.74000,115.02000,39275000,115.19000,0.000026
84398,03/01/2004,SPY,67,115.25000,116.34000,116.16000,33192800,115.43000,0.009625
84398,03/02/2004,SPY,67,115.23000,116.97000,115.48000,38607400,115.94000,-0.005934
84398,03/03/2004,SPY,67,114.92000,115.87000,115.69000,31355400,115.25000,0.001688
84398,03/04/2004,SPY,67,115.52000,116.10000,115.99000,21073300,115.72000,0.003336
84398,03/05/2004,SPY,67,115.28000,116.95000,116.38000,55923000,115.42000,0.001723
84398,03/08/2004,SPY,67,114.91000,116.62000,114.96000,39289600,116.34000,-0.008350
84398,03/09/2004,SPY,67,114.24000,115.21000,114.50000,39749500,115.10000,-0.005779
84398,03/10/2004,SPY,67,112.56000,114.77000,112.58000,67802800,114.72000,-0.014633
84398,03/11/2004,SPY,67,111.10000,113.27000,111.12000,89377600,112.40000,-0.015224
84398,03/12/2004,SPY,67,111.58000,112.71000,112.58000,54026600,111.73000,0.012460
84398,03/15/2004,SPY,67,110.90000,112.35000,111.20000,57687300,112.27000,-0.014350
84398,03/16/2004,SPY,67,110.84000,112.06000,111.79000,60105500,111.78000,0.005623
84398,03/17/2004,SPY,67,112.10000,113.26000,113.04000,41879200,112.18000,0.011749
84398,03/18/2004,SPY,67,111.93000,113.27000,113.07000,60025000,112.71000,-0.001273
84398,03/19/2004,SPY,67,111.04000,112.57000,111.06000,48643300,112.41000,-0.011173
84398,03/22/2004,SPY,67,109.10000,110.57000,109.65000,62759000,110.54000,-0.012958
84398,03/23/2004,SPY,67,109.36000,110.40000,109.46000,54104300,110.25000,-0.001324
84398,03/24/2004,SPY,67,108.85000,110.14000,109.55000,51594800,109.58000,-0.002395
84398,03/25/2004,SPY,67,109.79000,111.30000,111.00000,49982100,110.08000,0.016365
84398,03/26/2004,SPY,67,110.80000,111.79000,111.03000,37413100,110.95500,-0.001019
84398,03/29/2004,SPY,67,111.58000,112.74000,112.59000,44116800,111.63000,0.013005
84398,03/30/2004,SPY,67,112.22000,113.07000,112.97000,39061400,112.30000,0.004036
84398,03/31/2004,SPY,67,112.38000,113.40000,113.10000,48596500,112.99000,-0.000701
84398,04/01/2004,SPY,67,113.05000,113.87000,113.78000,45114300,113.07000,0.005292
84398,04/02/2004,SPY,67,113.90000,114.84000,114.64000,50997700,114.81000,0.008515
84398,04/05/2004,SPY,67,114.44000,115.38000,115.27000,30280100,114.46000,0.007672
84398,04/06/2004,SPY,67,114.62000,115.18000,114.90000,28480100,114.83000,-0.002095
84398,04/07/2004,SPY,67,114.11000,114.98000,114.63000,45898400,114.98000,-0.006645
84398,04/08/2004,SPY,67,113.74000,115.41000,114.37000,46937800,115.41000,-0.001061
84398,04/12/2004,SPY,67,114.57000,115.08000,114.82000,23087200,114.58000,0.005161
84398,04/13/2004,SPY,67,113.02000,115.30000,113.21000,56235500,115.26000,-0.013762
84398,04/14/2004,SPY,67,112.55000,113.64000,113.39000,62334300,112.61000,-0.001124
84398,04/15/2004,SPY,67,112.36000,113.78000,112.96000,61621000,113.45000,0.000594
84398,04/16/2004,SPY,67,112.98000,114.05000,113.83000,47059300,113.36000,0.005111
84398,04/19/2004,SPY,67,113.27000,113.99000,113.83000,28278000,113.57000,0.001066
84398,04/20/2004,SPY,67,111.78000,114.32000,111.92000,53345100,114.08000,-0.015557
84398,04/21/2004,SPY,67,111.87000,112.95000,112.67000,50301300,112.20000,0.005312
84398,04/22/2004,SPY,67,112.44000,114.67000,114.25000,62142800,112.48000,0.014091
84398,04/23/2004,SPY,67,113.79000,114.57000,114.36000,29422100,114.42000,0.000588
84398,04/26/2004,SPY,67,113.60000,114.94000,114.20000,35565200,114.50000,-0.004445
84398,04/27/2004,SPY,67,113.96000,115.12000,114.30000,43490500,114.23000,0.002272
84398,04/28/2004,SPY,67,112.50000,114.01000,112.82000,50173500,113.89000,-0.013795
84398,04/29/2004,SPY,67,111.16000,113.32000,111.83000,69703400,112.72000,-0.007591
84398,04/30/2004,SPY,67,110.90000,112.38000,110.96000,48683900,112.12000,-0.005916
84398,05/03/2004,SPY,67,111.35000,112.29000,112.15000,33764600,111.37000,0.009203
84398,05/04/2004,SPY,67,111.66000,113.26000,112.06000,51193900,112.25000,0.001843
