date,Mkt-RF,SMB,HML,RMW,CMA,RF
20130715,0.2,0.54,0.34,-0.01,0.08,0
20130716,-0.41,0.03,0.09,0.11,0.25,0
20130717,0.3,-0.03,0.19,-0.43,0.02,0
20130718,0.54,0.14,0.96,-0.17,0.19,0
20130719,0.09,-0.12,0.27,-0.33,0.47,0
20130722,0.22,0.12,0.34,-0.08,0.08,0
20130723,-0.15,0.13,0.3,-0.05,0.25,0
20130724,-0.39,-0.28,-0.28,0.67,-0.1,0
20130725,0.42,0.5,-0.4,-0.47,-0.21,0
20130726,0.02,-0.63,-0.28,0.14,-0.18,0
20130729,-0.37,-0.32,-0.31,0.33,-0.13,0
20130730,0.12,0.17,-0.5,0.14,-0.05,0
20130731,0.09,0.18,0.14,-0.03,-0.08,0
20130801,1.4,0.08,0.09,-0.18,-0.13,0
20130802,0.2,-0.24,-0.32,-0.02,-0.06,0
20130805,-0.07,0.47,-0.15,-0.05,-0.05,0
20130806,-0.68,-0.36,-0.09,0.32,-0.06,0
20130807,-0.42,-0.38,-0.01,0.32,0.1,0
20130808,0.47,-0.01,0.04,-0.01,0.12,0
20130809,-0.29,0.12,-0.19,0.14,-0.16,0
20130812,-0.02,0.56,-0.22,0.15,-0.08,0
20130813,0.2,-0.29,-0.05,0.04,-0.1,0
20130814,-0.5,0.14,0.28,-0.03,0.06,0
20130815,-1.47,-0.37,0.28,-0.05,0.02,0
20130816,-0.26,0.04,0.13,-0.15,-0.13,0
20130819,-0.62,-0.26,-0.75,0.59,-0.33,0
20130820,0.53,0.87,0.09,-0.32,0.09,0
20130821,-0.59,-0.07,-0.42,-0.09,-0.3,0
20130822,0.93,0.5,0.07,-0.3,-0.2,0
20130823,0.38,-0.27,-0.16,0.11,-0.24,0
20130826,-0.29,0.48,-0.48,-0.12,-0.26,0
20130827,-1.75,-0.74,-0.34,0.64,0.04,0
20130828,0.3,0.11,0.08,0,-0.09,0
20130829,0.34,0.75,-0.44,-0.35,-0.25,0
20130830,-0.47,-1.15,-0.19,0.01,-0.09,0
20130903,0.46,0.05,0.15,-0.48,-0.23,0
20130904,0.83,0,-0.18,-0.11,0.07,0
20130905,0.19,0.19,0.4,-0.18,-0.06,0
20130906,0,-0.01,0.02,-0.17,-0.09,0
20130909,1.09,0.42,-0.22,-0.18,-0.13,0
20130910,0.8,0.06,0.2,-0.13,0.05,0
20130911,0.28,-0.25,0.03,0.19,0.11,0
20130912,-0.32,-0.28,-0.36,0.15,-0.16,0
20130913,0.29,0.27,-0.05,0.16,0.25,0
20130916,0.49,-0.39,0.4,-0.02,0.36,0
20130917,0.54,0.41,-0.13,-0.33,-0.18,0
20130918,1.1,-0.23,-0.47,0.01,-0.22,0
20130919,-0.13,0.1,-0.63,0.1,-0.28,0
20130920,-0.63,0.51,0.19,-0.11,-0.16,0
20130923,-0.45,0.43,-0.41,0.66,-0.21,0
20130924,-0.13,0.5,0.02,-0.1,-0.01,0
20130925,-0.23,0.09,0.58,-0.4,0.03,0
20130926,0.42,0.13,-0.73,0.17,-0.29,0
20130927,-0.39,-0.01,-0.01,0.05,-0.11,0
20130930,-0.49,0.53,0.01,0.13,0,0
20131001,0.9,0.38,-0.1,-0.11,-0.22,0
20131002,-0.1,-0.34,-0.06,-0.09,-0.08,0
20131003,-0.88,-0.17,0.19,0.04,0.23,0
20131004,0.74,0,0.11,-0.27,-0.13,0
20131007,-0.95,-0.3,0,0.1,0.17,0
20131008,-1.35,-0.41,0.8,0.59,0.53,0
20131009,-0.05,-0.34,0.62,0.46,0.33,0
20131010,2.23,0.19,-0.04,-0.33,-0.27,0
20131011,0.71,0.77,0,0.12,-0.13,0
20131014,0.44,0.2,-0.1,0.07,-0.12,0
20131015,-0.73,-0.19,0.03,0.29,-0.13,0
20131016,1.37,-0.31,0.17,-0.59,-0.03,0
20131017,0.7,0.11,-0.06,-0.15,0.04,0
20131018,0.72,0.26,0.12,-0.06,-0.43,0
20131021,-0.02,-0.13,0.01,0.27,0.03,0
20131022,0.5,-0.27,0.04,0.23,0.33,0
20131023,-0.51,0.17,-0.33,0.62,0.2,0
20131024,0.42,0.36,-0.31,-0.01,-0.21,0
20131025,0.33,-0.31,0.08,0.15,0.03,0
20131028,0.09,-0.07,0.06,0.35,0.19,0
20131029,0.54,-0.14,-0.05,0.09,0.24,0
20131030,-0.61,-0.74,0.5,0.54,0.04,0
20131031,-0.34,-0.11,-0.45,0.33,0.17,0
20131101,0.2,-0.63,0.22,0.24,0.29,0
20131104,0.47,0.74,-0.06,0.12,-0.06,0
20131105,-0.23,-0.02,-0.25,0.21,-0.07,0
20131106,0.27,-0.81,0.34,0.26,0.19,0
20131107,-1.46,-0.31,0.16,0.12,0.3,0
20131108,1.45,0.58,0.45,-0.49,-0.06,0
20131111,0.12,0.04,-0.13,0,-0.02,0
20131112,-0.19,0.36,-0.69,0.52,0.12,0
20131113,0.9,0.08,-0.11,-0.36,-0.25,0
20131114,0.43,-0.58,0.31,-0.1,0.01,0
20131115,0.43,0.07,-0.29,0.04,-0.03,0
20131118,-0.5,-0.39,0.46,0.39,0.28,0
20131119,-0.27,-0.28,0.26,0.03,0,0
20131120,-0.33,0.27,0.03,0.02,-0.02,0
20131121,0.97,0.8,-0.03,-0.45,-0.29,0
20131122,0.5,-0.07,0.07,-0.06,-0.02,0
20131125,-0.11,0.16,0.13,0.02,0.21,0
20131126,0.18,0.8,-0.41,-0.36,-0.41,0
20131127,0.3,0.33,-0.04,0.07,0.05,0
20131129,-0.02,0.26,-0.16,-0.01,-0.16,0
20131202,-0.31,-0.92,0.15,0.04,0.03,0
20131203,-0.34,-0.11,-0.09,0.14,-0.02,0
20131204,-0.07,-0.22,0.29,-0.37,-0.14,0
20131205,-0.35,0.61,-0.65,0.05,-0.44,0
20131206,1.02,-0.29,0.18,-0.01,0.45,0
20131209,0.17,-0.41,0.01,-0.03,0.06,0
20131210,-0.34,-0.54,0.23,-0.04,-0.03,0
20131211,-1.17,-0.32,0.06,0.55,0.09,0
20131212,-0.23,0.4,0.23,-0.29,-0.09,0
20131213,0.1,0.23,0.01,-0.26,0.19,0
20131216,0.67,0.59,-0.13,0.18,-0.02,0
20131217,-0.26,0.2,-0.07,-0.15,-0.08,0
20131218,1.55,-0.42,0.05,-0.06,0.27,0
20131219,-0.1,-0.51,0.23,-0.07,0.13,0
20131220,0.69,1.25,-0.31,-0.23,-0.37,0
20131223,0.62,0.49,-0.01,-0.21,-0.17,0
20131224,0.34,0.1,0.09,-0.04,0.16,0
20131226,0.44,-0.34,-0.31,0.21,0.06,0
20131227,-0.05,-0.03,0.24,0.08,0.23,0
20131230,0,0.02,-0.3,0.11,0.06,0
20131231,0.44,-0.17,0.08,-0.04,-0.2,0
20140102,-0.88,-0.24,0.17,-0.31,0.12,0
20140103,0.03,0.4,0.04,-0.36,0.15,0
20140106,-0.34,-0.54,0.3,-0.32,0.08,0
20140107,0.68,0.32,-0.38,-0.08,-0.28,0
20140108,0.04,0,-0.11,-0.47,-0.02,0
20140109,0.02,0.17,-0.44,-0.54,-0.41,0
20140110,0.27,0.45,-0.81,-0.3,-0.31,0
20140113,-1.32,-0.1,0.1,-0.1,0.46,0
20140114,1.15,0.11,-0.31,-0.07,-0.34,0
20140115,0.53,0.21,0.2,-0.4,0,0
20140116,-0.07,0.25,-0.71,0.01,-0.27,0
20140117,-0.39,0.02,0.03,-0.19,0.02,0
20140121,0.3,0.44,-0.01,-0.23,-0.33,0
20140122,0.15,0.3,0.22,-0.15,-0.18,0
20140123,-0.86,0.09,-0.53,0.18,-0.08,0
20140124,-2.19,-0.39,0.19,0.21,0.03,0
20140127,-0.65,-0.79,0.39,0.44,0.39,0
20140128,0.73,0.16,0.04,-0.83,0.16,0
20140129,-1.07,-0.34,0.23,0.15,0.16,0
20140130,1.22,0.22,-0.38,-0.87,-0.5,0
20140131,-0.66,-0.09,-0.34,0.2,-0.19,0
20140203,-2.49,-0.85,0.28,0.2,0.05,0
20140204,0.77,-0.06,-0.05,-0.14,0.21,0
20140205,-0.23,-0.58,0.2,0.13,0.2,0
20140206,1.21,-0.42,0.27,0.07,-0.07,0
20140207,1.33,-0.24,-0.64,-0.44,-0.46,0
20140210,0.16,0.07,-0.47,-0.3,-0.17,0
20140211,1.09,-0.17,0.25,0.01,0.11,0
20140212,0.11,0.26,-0.06,0.18,0,0
20140213,0.72,0.66,-0.07,-0.19,-0.33,0
20140214,0.42,-0.33,0.37,0.37,0.35,0
20140218,0.27,0.95,-0.24,-0.31,-0.27,0
20140219,-0.74,-0.32,-0.44,0.32,0.07,0
20140220,0.7,0.52,-0.21,-0.01,-0.19,0
20140221,-0.09,0.37,-0.03,0,-0.06,0
20140224,0.65,0.2,0.33,-0.16,0.01,0
20140225,-0.1,0.07,-0.59,-0.1,0.03,0
20140226,0.12,0.66,-0.09,-0.02,0.01,0
20140227,0.54,0.09,0.01,-0.24,-0.04,0
20140228,0.15,-0.65,0.84,0.43,0.1,0
20140303,-0.7,0.09,0.14,0.04,0.11,0
20140304,1.67,1.06,-0.13,-0.45,-0.14,0
20140305,0.01,-0.21,0.29,-0.57,-0.11,0
20140306,0.16,-0.24,0.77,0.32,0.35,0
20140307,0.04,-0.01,0.52,0.17,0.32,0
20140310,-0.09,-0.08,0.09,0.01,-0.12,0
20140311,-0.62,-0.54,-0.19,0.45,-0.03,0
20140312,0.13,0.29,-0.17,-0.09,-0.41,0
20140313,-1.21,-0.06,0.21,0.17,0.06,0
20140314,-0.16,0.68,-0.08,0.19,0.02,0
20140317,0.9,-0.35,0.02,0.15,0.04,0
20140318,0.82,0.69,-0.39,-0.31,-0.25,0
20140319,-0.59,-0.13,0.62,-0.36,0.02,0
20140320,0.52,-0.37,1,-0.14,0.31,0
20140321,-0.37,-0.17,0.86,0.5,0.4,0
20140324,-0.64,-0.77,0.91,0.65,0.37,0
20140325,0.3,-0.34,0.14,0.27,0.16,0
20140326,-0.89,-1.11,0.25,0.68,0.45,0
20140327,-0.19,-0.12,-0.34,0.11,0.01,0
20140328,0.41,-0.36,0.55,0.57,0.31,0
20140331,0.97,0.98,-0.17,-0.22,0.05,0
20140401,0.87,0.65,-0.37,-0.18,-0.28,0
20140402,0.29,0.04,0.14,0.08,0.05,0
20140403,-0.31,-0.78,0.8,0.55,0.39,0
20140404,-1.47,-1.01,0.7,0.61,0.44,0
20140407,-1.26,-0.35,-0.07,0.2,0.06,0
20140408,0.5,0.28,-0.21,0.03,-0.12,0
20140409,1.21,0.22,-0.86,-0.45,-0.48,0
20140410,-2.24,-0.61,0.78,0.83,0.71,0
20140411,-1.07,-0.39,0.24,0.42,0.03,0
20140414,0.7,-0.48,0.21,0.33,-0.16,0
20140415,0.59,-0.34,0.2,-0.02,-0.14,0
20140416,1.13,0.01,-0.37,-0.04,-0.06,0
20140417,0.23,0.3,0.22,-0.18,0.1,0
20140421,0.36,0.18,-0.43,0.03,-0.09,0
20140422,0.58,0.69,-0.34,-0.69,-0.06,0
20140423,-0.31,-0.54,0.9,0.2,0.21,0
20140424,0.08,-0.41,-0.17,0.21,-0.17,0
20140425,-1.05,-0.88,0.55,0.83,0.66,0
20140428,0.11,-0.65,-0.59,1.16,0.03,0
20140429,0.56,-0.25,-0.13,-0.56,-0.17,0
20140430,0.35,0.22,-0.03,0.08,0.07,0
20140501,0.04,-0.17,-0.16,-0.49,-0.16,0
20140502,-0.07,0.25,0.43,0.32,0.15,0
20140505,0.13,-0.36,-0.55,0.14,-0.27,0
20140506,-1.03,-0.5,0.13,0.86,0.12,0
20140507,0.45,-0.74,1.1,0.05,0.53,0
20140508,-0.26,-0.97,0.39,0.1,0.23,0
20140509,0.25,0.64,-0.36,-0.14,-0.07,0
20140512,1.2,1.35,-0.26,-0.46,-0.28,0
20140513,-0.05,-1.05,0.21,0.01,0.02,0
20140514,-0.6,-1.12,-0.46,0.16,-0.18,0
20140515,-0.9,0.33,-0.28,0.21,-0.08,0
20140516,0.36,0.23,-0.42,0.19,-0.17,0
20140519,0.5,0.62,0.07,-0.32,-0.04,0
20140520,-0.78,-0.79,0.23,0.09,-0.14,0
20140521,0.81,-0.28,0.09,0.01,-0.15,0
20140522,0.36,0.6,-0.26,-0.54,-0.23,0
20140523,0.49,0.6,-0.23,-0.1,-0.04,0
20140527,0.69,0.67,-0.16,-0.53,-0.28,0
20140528,-0.11,-0.26,0.22,0.11,0.13,0
20140529,0.54,-0.22,-0.11,-0.05,-0.23,0
20140530,0.06,-0.62,0.26,0.34,0.08,0
20140602,0.06,-0.65,0.38,0.15,0.16,0
20140603,-0.05,-0.23,0.2,0.09,-0.16,0
20140604,0.28,0.23,-0.08,-0.19,-0.18,0
20140605,0.77,1.29,-0.18,-0.18,-0.12,0
20140606,0.54,0.48,-0.02,-0.13,-0.1,0
20140609,0.22,1,-0.32,-0.41,-0.05,0
20140610,-0.03,-0.19,-0.03,-0.35,0.07,0
20140611,-0.34,-0.18,-0.24,-0.15,-0.14,0
20140612,-0.68,0.11,0.17,-0.26,-0.02,0
20140613,0.31,-0.05,-0.18,0.11,-0.1,0
20140616,0.13,0.41,-0.69,-0.08,-0.28,0
20140617,0.34,0.56,0.46,-0.52,0.03,0
20140618,0.75,-0.24,-0.1,0.07,-0.22,0
20140619,0.12,-0.14,-0.03,0.17,-0.08,0
20140620,0.18,0.2,0.05,0.04,0.04,0
20140623,-0.01,-0.23,0.1,-0.05,-0.17,0
20140624,-0.72,-0.37,-0.25,0,0.03,0
20140625,0.53,0.34,0.15,-0.13,-0.26,0
20140626,-0.11,-0.08,0.01,0.13,-0.05,0
20140627,0.26,0.48,-0.23,0.13,-0.13,0
20140630,0.07,0.27,0.17,-0.28,-0.18,0
20140701,0.74,0.44,-0.4,0.05,-0.1,0
20140702,-0.03,-0.46,-0.2,0.07,0.21,0
20140703,0.59,0.22,0.11,0.01,0.21,0
20140707,-0.62,-1.2,0.34,0.75,0.25,0
20140708,-0.82,-0.55,0.72,0.82,0.39,0
20140709,0.46,-0.4,-0.12,-0.04,-0.06,0
20140710,-0.49,-0.6,-0.02,0.07,0.06,0
20140711,0.12,-0.3,-0.38,-0.39,-0.11,0
20140714,0.46,-0.01,-0.13,0.01,-0.14,0
20140715,-0.32,-0.83,1.02,0.21,0.33,0
20140716,0.32,-0.6,0.36,0.17,0.16,0
20140717,-1.21,-0.36,0.19,0.41,0.16,0
20140718,1.12,0.46,-0.45,-0.26,-0.29,0
20140721,-0.25,-0.24,0.05,-0.35,-0.27,0
20140722,0.53,0.28,-0.31,0.19,-0.19,0
20140723,0.19,0.11,-0.77,-0.22,0.05,0
20140724,0.05,-0.31,0.03,-0.21,-0.04,0
20140725,-0.53,-0.39,0.17,-0.01,0.06,0
20140728,-0.08,-0.45,0.27,0.03,-0.04,0
20140729,-0.33,0.63,-0.68,-0.16,-0.11,0
20140730,0.12,0.35,-0.32,-0.69,-0.31,0
20140731,-2.03,-0.16,0.49,0.38,0.26,0
20140801,-0.32,-0.24,-0.05,0.09,0.16,0
20140804,0.74,0.03,-0.21,-0.1,-0.45,0
20140805,-0.84,0.72,-0.19,-0.15,0.02,0
20140806,0.02,0.4,0.19,-0.03,0.28,0
20140807,-0.52,-0.06,-0.13,0.03,-0.03,0
20140808,1.13,-0.15,-0.15,0.35,0.15,0
20140811,0.4,0.55,-0.26,-0.17,-0.26,0
20140812,-0.23,-0.57,0.25,0.06,0.02,0
20140813,0.69,-0.15,-0.23,-0.39,-0.17,0
20140814,0.44,-0.26,0.02,-0.2,0.05,0
20140815,0,-0.14,-0.14,0.18,-0.23,0
20140818,0.93,0.59,-0.18,0,0.04,0
20140819,0.49,-0.12,-0.07,0.24,-0.15,0
20140820,0.19,-0.65,0.27,0.01,0.27,0
20140821,0.28,-0.07,0.8,-0.1,0.22,0
20140822,-0.1,0.26,-0.37,-0.06,-0.15,0
20140825,0.5,-0.21,0.03,-0.01,-0.07,0
20140826,0.19,0.68,-0.33,-0.38,-0.17,0
20140827,0,-0.21,0.14,0.14,0.11,0
20140828,-0.19,-0.39,0.09,0.21,0.01,0
20140829,0.39,0.28,0.09,-0.31,-0.16,0
20140902,0.06,0.42,-0.09,-0.08,-0.2,0
20140903,-0.14,-0.51,0.24,0.05,0.4,0
20140904,-0.17,-0.15,-0.18,0.18,0,0
20140905,0.45,-0.28,-0.03,0.13,0.03,0
20140908,-0.22,0.47,-0.44,-0.38,-0.21,0
20140909,-0.72,-0.42,0,0.29,0.13,0
20140910,0.45,0.16,-0.41,-0.28,-0.14,0
20140911,0.19,0.49,0.2,-0.25,-0.02,0
20140912,-0.55,-0.19,0.11,-0.05,0.14,0
20140915,-0.28,-0.93,0.64,0.47,0.64,0
20140916,0.7,-0.4,-0.1,0.15,-0.16,0
20140917,0.17,0.08,-0.22,-0.23,-0.15,0
20140918,0.5,0.02,0.01,-0.11,0,0
20140919,-0.18,-0.96,0.02,0.21,-0.06,0
20140922,-0.97,-0.54,0.09,0.46,0.17,0
20140923,-0.62,-0.32,-0.05,-0.02,-0.25,0
20140924,0.81,0.04,-0.93,0.08,-0.39,0
20140925,-1.62,0.13,0.12,0.31,0.24,0
20140926,0.85,-0.06,-0.24,0.09,-0.48,0
20140929,-0.22,0.18,-0.44,0.17,-0.27,0
20140930,-0.4,-1.01,0.11,0.04,0,0
20141001,-1.39,-0.14,0.3,0.2,-0.06,0
20141002,0.15,0.98,-0.39,-0.3,-0.31,0
20141003,1.08,-0.4,-0.44,-0.08,-0.09,0
20141006,-0.26,-0.76,0.36,0.31,0.13,0
20141007,-1.56,-0.13,0.12,0.27,0.03,0
20141008,1.7,-0.01,-0.05,-0.05,-0.05,0
20141009,-2.17,-0.47,-0.42,0.41,-0.1,0
20141010,-1.3,-0.07,0.5,0.76,0.35,0
20141013,-1.59,1.32,0.49,-0.3,0.18,0
20141014,0.28,0.84,-0.12,0.01,0.08,0
20141015,-0.53,1.66,-1.32,-0.49,-0.57,0
20141016,0.22,1.06,0.24,-0.44,0.14,0
20141017,1.14,-1.57,-0.1,-0.02,0.27,0
20141020,0.94,0.14,-0.32,0.1,-0.29,0
20141021,1.98,-0.41,0.06,0.07,-0.13,0
20141022,-0.85,-0.55,0.17,0.13,0.21,0
20141023,1.29,0.45,-0.43,-0.34,-0.03,0
20141024,0.66,-0.5,-0.13,-0.33,0.08,0
20141027,-0.17,0.07,-0.31,0.13,-0.01,0
20141028,1.37,1.57,0.02,-0.39,-0.2,0
20141029,-0.18,0.01,0.44,0.22,0.33,0
20141030,0.6,0.2,-0.52,-0.41,0.09,0
20141031,1.23,0.32,0.22,0.18,-0.02,0
20141103,-0.01,-0.29,-0.07,0.05,0.13,0
20141104,-0.35,-0.04,-0.2,0.13,0.03,0
20141105,0.48,-0.43,0.86,0.31,0.73,0
20141106,0.49,0.06,-0.46,0.11,-0.25,0
20141107,0.09,0.02,0.47,-0.22,0.06,0
20141110,0.33,0.15,-0.52,-0.27,-0.36,0
20141111,0.1,0.01,-0.27,0.11,-0.25,0
20141112,0.07,0.71,-0.28,0.2,0.06,0
20141113,-0.03,-0.9,-0.36,0.57,0,0
20141114,0.06,-0.13,0.15,0,-0.14,0
20141117,-0.05,-0.94,0.25,0.02,0.21,0
20141118,0.51,0,-0.35,-0.14,0,0
20141119,-0.21,-0.87,-0.04,0.39,0.05,0
20141120,0.31,0.88,0.02,-0.05,-0.03,0
20141121,0.48,-0.37,-0.07,-0.08,0.04,0
20141124,0.4,0.92,-0.53,-0.2,-0.09,0
20141125,-0.09,0.04,-0.03,0.11,0.17,0
20141126,0.3,0.03,-0.49,-0.19,-0.17,0
20141128,-0.35,-1,-1.15,0.68,0.01,0
20141201,-0.9,-0.89,0.61,0.11,0.48,0
20141202,0.65,0.45,0.09,-0.49,0.04,0
20141203,0.46,0.44,0.32,-0.18,0.01,0
20141204,-0.17,-0.34,0.08,0.09,-0.12,0
20141205,0.25,0.57,0.25,-0.66,0.18,0
20141208,-0.82,-0.55,0.21,0.02,0.12,0
20141209,0.13,1.67,-0.1,-0.5,-0.36,0
20141210,-1.72,-0.62,-0.12,0.14,0.18,0
20141211,0.5,-0.05,-0.17,0.19,0.05,0
20141212,-1.55,0.46,-0.59,0.2,-0.29,0
20141215,-0.68,-0.24,0.08,0.7,0.12,0
20141216,-0.8,0.68,0.61,-0.12,0.39,0
20141217,2.15,0.91,-0.09,-0.45,-0.4,0
20141218,2.36,-0.91,-0.18,-0.43,-0.2,0
20141219,0.43,-0.24,0.23,-0.46,-0.02,0
20141222,0.37,0.21,-0.1,0.19,0.07,0
20141223,0.21,-0.14,1.1,0.59,0.54,0
20141224,0.07,0.34,-0.18,-0.12,-0.05,0
20141226,0.39,0.34,-0.32,-0.08,-0.16,0
20141229,0.13,0.21,0.59,0.19,0.16,0
20141230,-0.48,0.07,0.32,-0.06,0.31,0
20141231,-0.93,0.48,-0.4,-0.14,-0.19,0
20150102,-0.12,-0.58,0.08,-0.26,0.13,0
20150105,-1.84,0.25,-0.68,0.17,-0.08,0
20150106,-1.04,-0.78,-0.31,0.54,0.02,0
20150107,1.19,0.17,-0.65,0.25,-0.14,0
20150108,1.81,-0.09,-0.28,0.11,-0.16,0
20150109,-0.85,-0.03,-0.47,-0.12,-0.16,0
20150112,-0.79,0.35,-0.44,0.16,0.17,0
20150113,-0.19,0.26,0,0.44,0.01,0
20150114,-0.6,0.27,-0.52,0.19,-0.14,0
20150115,-1.08,-0.94,0.59,0.71,0.6,0
20150116,1.36,0.49,-0.12,-0.31,-0.09,0
20150120,0.11,-0.73,-0.54,0.03,-0.45,0
20150121,0.42,-0.91,0.57,0.18,-0.02,0
20150122,1.58,0.46,0.42,0.02,-0.1,0
20150123,-0.47,0.44,-0.77,-0.04,-0.53,0
20150126,0.43,0.58,-0.04,-0.43,-0.07,0
20150127,-1.21,0.73,0.2,-0.36,0.49,0
20150128,-1.39,-0.17,-0.82,0.52,-0.23,0
20150129,0.98,0.21,0.04,0.03,-0.34,0
20150130,-1.3,-0.83,0.05,-0.16,-0.45,0
20150202,1.25,-0.38,1,0.04,0.14,0
20150203,1.49,0.24,0.48,0.05,0.39,0
20150204,-0.35,-0.09,-0.23,0.33,-0.07,0
20150205,1.1,0.43,-0.09,-0.51,-0.19,0
20150206,-0.2,0.08,0.36,-0.19,-0.11,0
20150209,-0.46,-0.36,0.12,-0.02,-0.02,0
20150210,1.05,-0.36,-0.72,0.1,-0.37,0
20150211,0.03,-0.16,-0.33,0.07,-0.07,0
20150212,1,0.17,-0.06,-0.15,-0.28,0
20150213,0.47,0.14,-0.31,-0.3,-0.24,0
20150217,0.17,-0.02,-0.07,-0.18,-0.15,0
20150218,0.03,0.25,-0.8,0.29,-0.18,0
20150219,-0.01,0.21,-0.38,-0.05,-0.37,0
20150220,0.61,-0.44,-0.27,-0.08,-0.1,0
20150223,-0.08,0.04,-0.37,0.38,-0.22,0
20150224,0.32,-0.01,0.72,-0.24,0.35,0
20150225,0.02,0.19,-0.5,-0.56,-0.2,0
20150226,-0.08,0.54,-0.49,-0.14,-0.32,0
20150227,-0.36,-0.22,0.2,0.06,0.28,0
20150302,0.62,0.19,-0.45,0.06,0.05,0
20150303,-0.43,-0.29,0.3,-0.07,0.03,0
20150304,-0.41,0.12,-0.38,-0.04,-0.26,0
20150305,0.15,0.22,-0.42,-0.51,-0.12,0
20150306,-1.29,0.3,0.43,-0.11,0.01,0
20150309,0.37,0.11,-0.03,0.31,-0.06,0
20150310,-1.63,0.43,-0.52,0.12,-0.15,0
20150311,-0.04,0.61,0.5,-0.47,-0.05,0
20150312,1.28,0.39,0.5,-0.06,0.23,0
20150313,-0.57,0.2,-0.03,-0.1,-0.1,0
20150316,1.23,-0.78,-0.39,-0.12,-0.12,0
20150317,-0.2,0.52,-0.02,-0.02,-0.25,0
20150318,1.08,-0.49,0.02,0.16,-0.02,0
20150319,-0.36,0.79,-1.12,0.09,-0.37,0
20150320,0.81,-0.11,0.56,0.44,0.22,0
20150323,-0.19,0.2,0.23,0.17,0.27,0
20150324,-0.51,0.53,-0.25,0.1,-0.22,0
20150325,-1.56,-0.9,1.03,0.35,0.45,0
20150326,-0.22,0.09,-0.04,0.03,-0.2,0
20150327,0.32,0.43,-0.71,-0.14,-0.12,0
20150330,1.24,0.06,0,-0.28,0.01,0
20150331,-0.75,0.44,0.37,0.19,0.19,0
20150401,-0.38,0.34,0.44,-0.17,0.24,0
20150402,0.35,-0.1,0.28,-0.11,0.23,0
20150406,0.61,-0.29,-0.11,0.22,-0.22,0
20150407,-0.22,-0.2,-0.18,-0.19,-0.23,0
20150408,0.37,0.46,-0.73,-0.04,-0.27,0
20150409,0.41,-0.73,-0.06,-0.26,0.14,0
20150410,0.49,-0.15,-0.29,-0.46,0.21,0
20150413,-0.38,0.55,0.24,-0.15,-0.09,0
20150414,0.11,-0.15,0.23,0.07,0.1,0
20150415,0.57,0.28,0.36,-0.22,-0.1,0
20150416,-0.08,-0.1,-0.21,-0.21,-0.2,0
20150417,-1.23,-0.42,0.16,0.17,0.08,0
20150420,0.95,0.15,-0.27,0.46,-0.3,0
20150421,-0.1,0.11,-0.73,0.11,-0.25,0
20150422,0.46,-0.39,0.18,-0.06,0.01,0
20150423,0.29,0.3,-0.25,-0.01,-0.25,0
20150424,0.17,-0.52,-0.31,0.83,-0.52,0
20150427,-0.54,-0.67,0.56,0.52,-0.08,0
20150428,0.27,0.24,1.05,0.07,0.39,0
20150429,-0.38,-0.73,0.73,-0.77,-0.03,0
20150430,-1.11,-1.02,0.73,0.25,0.42,0
20150501,1.01,-0.3,-0.6,0.25,-0.1,0
20150504,0.32,0.09,0.23,-0.15,0.02,0
20150505,-1.19,-0.15,0.52,-0.01,0.22,0
20150506,-0.31,0.6,-0.12,-0.26,0.15,0
20150507,0.39,0.02,-0.38,-0.22,0.06,0
20150508,1.21,-0.57,-0.09,-0.3,-0.21,0
20150511,-0.39,0.67,-0.02,-0.04,0.03,0
20150512,-0.27,0,0.12,-0.15,0,0
20150513,0.01,-0.01,0.04,-0.11,0.02,0
20150514,1.01,-0.15,-0.35,0.13,-0.4,0
20150515,0.05,-0.22,-0.21,0.24,0.26,0
20150518,0.44,0.73,-0.09,-0.19,-0.28,0
20150519,-0.09,-0.08,0.24,-0.09,-0.04,0
20150520,-0.05,0.19,-0.11,-0.15,0.04,0
20150521,0.23,-0.29,0.01,0.09,-0.14,0
20150522,-0.22,-0.13,-0.12,-0.12,-0.03,0
20150526,-1.01,-0.03,-0.02,-0.1,0.16,0
20150527,0.93,0.3,-0.31,-0.04,-0.29,0
20150528,-0.12,0.1,0.15,-0.23,0.1,0
20150529,-0.58,0.04,0.04,-0.25,0.01,0
20150601,0.17,-0.06,-0.22,0.23,-0.34,0
20150602,-0.02,0.32,0.36,-0.22,0.18,0
20150603,0.39,0.86,-0.24,-0.15,-0.05,0
20150604,-0.88,-0.08,0,0.2,-0.03,0
20150605,0.06,0.84,0.1,-0.54,-0.38,0
20150608,-0.66,0.05,0,0.06,0.03,0
20150609,0.02,-0.29,0.37,0.14,0.11,0
20150610,1.2,0.17,0.21,-0.03,0,0
20150611,0.21,-0.09,-0.1,0.16,-0.01,0
20150612,-0.63,0.34,0.12,0.07,0.09,0
20150615,-0.45,0.15,-0.13,-0.21,-0.24,0
20150616,0.57,0.1,-0.02,0.13,-0.09,0
20150617,0.16,-0.31,-0.65,0.17,-0.07,0
20150618,0.99,0.17,-0.44,-0.13,-0.15,0
20150619,-0.43,0.52,-0.2,0.08,-0.04,0
20150622,0.63,0.1,-0.05,-0.16,-0.19,0
20150623,0.12,0.25,0.29,-0.1,0,0
20150624,-0.79,-0.14,0.12,0.16,-0.05,0
20150625,-0.25,0.35,-0.21,0.18,-0.09,0
20150626,-0.06,-0.18,0.41,0.34,0.29,0
